,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Denver Nuggets,2005,82,44,38,0.537,48.6,100.3,37.5,81.4,46.1,4.3,13.1,32.5,21.0,28.2,74.4,11.0,30.3,41.3,23.4,14.8,8.5,5.6,5.3,22.7,23.3,0.2,62.4,1.58,17.6,104.1,68.2,48.8,0.3,104.4,30.0,94.9,51.2,"7,877",49.4,15.4,53.5,11,19,17,18,15,5,4,4,16,22,23,17,15,17,2,12,11,5,2,6,8,24,22,30,6,8,16,14,11,14,3,8,2,7,4,17,10,15
11,Sacramento Kings,2005,82,44,38,0.537,48.4,98.9,36.0,79.3,45.4,6.0,17.2,35.1,20.8,26.5,78.4,10.4,30.2,40.5,22.3,14.6,7.4,3.6,4.9,20.4,22.8,1.5,61.8,1.52,17.3,103.5,69.4,49.2,1.8,105.3,28.9,93.26,51.5,"7,701",49.5,15.6,54.4,12,20,11,19,11,6,7,5,24,15,21,15,13,8,9,9,12,10,16,13,15,15,13,16,7,16,5,23,13,19,5,11,8,26,12,29,17,12
12,Washington Wizards,2005,82,42,40,0.512,48.4,101.7,36.3,81.2,44.7,6.1,17.0,35.7,23.0,30.4,75.7,12.6,28.6,41.2,18.6,13.9,8.0,4.1,4.2,22.6,25.0,1.9,51.2,1.33,14.5,105.8,67.9,48.4,1.9,107.7,32.9,93.68,50.3,"7,742",49.9,14.8,53.8,13,18,6,9,10,29,22,29,7,24,15,25,21,13,6,14,13,3,12,7,21,14,15,15,1,2,12,4,25,15,25,22,3,22,26,19,2,9
13,Chicago Bulls,2005,82,41,41,0.5,48.5,97.8,36.6,82.2,44.6,6.8,18.0,37.9,17.7,24.0,73.8,11.0,31.7,42.8,22.0,14.9,6.2,4.2,5.1,24.9,23.0,0.6,60.1,1.47,16.9,102.7,70.3,48.7,0.7,103.3,30.3,93.59,50.1,"7,762",50.3,15.8,52.7,14,15,21,23,14,7,10,7,15,9,12,10,17,23,7,16,14,13,6,4,22,7,8,5,25,25,17,15,4,3,6,7,30,21,7,3,15,14
14,Indiana Pacers,2005,82,41,41,0.5,48.1,93.9,34.0,76.5,44.4,6.5,18.7,34.9,19.4,26.3,73.7,11.0,31.2,42.2,19.9,15.3,7.3,5.0,4.9,22.2,22.0,1.9,58.5,1.3,16.0,101.0,69.9,48.7,2.0,103.1,30.4,90.85,51.4,"7,470",50.6,16.8,53.3,15,16,22,27,9,10,25,16,14,12,10,5,18,21,19,10,15,23,25,24,24,9,7,18,19,18,19,16,6,8,19,5,11,13,13,22,23,10
15,Utah Jazz,2005,82,41,41,0.5,48.5,92.4,33.5,75.7,44.2,3.8,11.3,33.6,21.6,30.1,71.9,13.1,29.0,42.1,21.6,15.7,6.4,6.0,5.6,24.8,25.7,-2.6,64.6,1.37,16.9,105.1,70.2,46.7,-2.7,102.4,35.6,89.4,49.7,"7,398",52.6,17.4,51.9,16,17,25,12,23,3,21,8,1,10,1,3,28,26,24,17,16,26,29,27,25,26,26,26,4,3,25,1,21,9,7,3,29,4,2,4,1,23
16,Milwaukee Bucks,2005,82,40,42,0.488,48.4,97.8,36.3,80.1,45.3,6.2,16.3,38.0,19.0,25.8,73.8,11.3,29.9,41.2,21.6,14.6,7.3,3.3,5.0,23.2,23.6,-1.0,59.4,1.48,16.8,105.9,71.3,49.2,-1.0,104.9,30.9,92.45,48.6,"7,646",50.7,15.7,53.5,17,14,13,8,16,8,9,10,11,5,9,12,14,18,13,21,17,14,13,10,19,11,17,4,22,20,18,12,14,16,8,12,12,28,9,12,6,16
17,New Orleans/Oklahoma City Hornets,2005,82,38,44,0.463,48.3,92.8,34.5,78.4,44.0,3.7,10.8,33.9,20.1,26.5,75.8,11.2,29.0,40.2,18.5,13.4,7.5,3.8,5.3,21.8,23.3,-2.8,53.7,1.39,15.1,105.1,70.9,46.4,-2.8,102.3,29.7,90.32,48.4,"7,442",49.7,14.7,51.5,18,12,26,13,24,23,19,25,19,6,17,27,29,28,21,23,18,25,23,16,27,28,27,24,15,17,10,13,22,21,26,27,7,24,5,23,11,24
18,Philadelphia 76ers,2005,82,38,44,0.463,48.5,99.4,36.6,79.8,45.8,4.6,12.6,36.4,21.6,28.4,76.0,10.6,29.6,40.2,20.2,14.1,7.9,4.9,4.7,20.9,23.1,-2.0,55.1,1.43,15.8,106.5,67.6,48.7,-1.8,104.7,28.5,93.91,49.2,"7,780",48.1,14.9,53.8,19,13,15,7,21,21,16,20,28,26,27,23,19,14,5,19,19,8,7,12,10,22,24,12,5,4,7,19,17,22,18,18,4,14,17,27,13,22
19,Orlando Magic,2005,82,36,46,0.439,48.5,94.9,35.5,75.2,47.2,3.6,9.7,37.6,20.3,27.8,73.0,10.9,29.3,40.2,18.2,15.1,6.5,4.4,4.7,23.3,23.2,-1.1,51.4,1.21,15.0,106.6,69.1,49.6,-1.3,105.3,33.0,89.12,49.5,"7,395",51.6,16.8,54.3,20,11,12,6,17,28,29,27,6,17,5,6,9,9,26,18,20,22,21,29,4,29,30,6,10,9,20,17,19,23,27,6,25,17,18,10,12,17
20,Seattle SuperSonics,2005,82,35,47,0.427,48.4,102.6,37.5,81.8,45.9,7.4,19.9,37.1,20.1,25.7,78.5,12.4,27.2,39.6,20.7,14.7,7.6,3.7,4.9,23.6,22.2,-3.0,55.1,1.4,16.0,112.7,65.9,50.4,-3.3,109.4,34.0,93.04,46.7,"7,689",49.5,15.7,55.1,21,10,3,1,26,22,18,17,4,29,22,13,4,3,10,25,21,2,3,5,9,3,3,10,16,21,4,6,28,25,15,9,6,25,14,9,22,25
21,Golden State Warriors,2005,82,34,48,0.415,48.4,98.5,35.8,82.7,43.3,7.6,22.3,34.1,19.2,26.7,71.8,12.0,30.3,42.3,20.7,14.1,7.4,4.3,5.0,23.7,23.4,-1.4,57.6,1.47,15.9,104.9,68.6,47.9,-1.4,103.5,29.6,94.43,47.5,"7,800",48.5,14.8,52.1,22,8,20,14,18,16,11,18,20,21,25,26,24,25,4,24,22,11,19,3,28,2,2,22,21,13,26,8,12,5,16,19,9,19,10,8,9,18
22,Houston Rockets,2005,82,34,48,0.415,48.4,90.1,33.0,76.2,43.3,5.7,17.2,33.2,18.3,24.1,75.9,10.4,31.3,41.6,19.3,14.5,7.2,3.9,4.5,22.7,20.9,-1.6,58.3,1.32,15.8,102.1,70.5,47.1,-1.7,100.4,29.1,89.07,49.0,"7,358",50.1,16.2,51.9,23,9,29,25,20,11,24,21,22,8,14,8,27,27,27,20,23,29,30,26,29,17,14,27,23,24,8,24,5,11,23,15,14,23,20,18,27,20
23,Boston Celtics,2005,82,33,49,0.402,48.5,98.0,36.0,77.1,46.7,5.7,15.7,36.2,20.3,26.9,75.5,9.9,29.7,39.6,20.9,16.6,7.0,5.1,4.9,24.8,22.4,-1.5,58.1,1.26,16.4,105.6,69.4,50.4,-1.5,104.0,28.9,93.27,48.5,"7,722",49.7,17.6,55.1,24,6,18,10,19,12,27,14,25,16,18,2,5,4,8,22,24,12,17,22,5,18,18,13,11,10,13,28,15,26,11,2,17,11,15,5,20,19
24,Minnesota Timberwolves,2005,82,33,49,0.402,48.4,91.7,35.2,77.3,45.6,3.8,11.5,32.9,17.5,23.1,75.8,9.9,29.5,39.4,20.9,14.5,6.8,5.7,4.6,23.0,21.2,-1.9,59.4,1.44,16.9,103.5,67.3,48.0,-2.0,101.5,29.6,89.58,50.3,"7,409",49.0,16.0,52.4,25,7,27,20,22,9,14,9,21,27,24,9,23,24,22,15,25,28,22,21,11,27,25,29,26,29,11,29,18,27,12,16,20,6,19,14,25,21
25,Toronto Raptors,2005,82,27,55,0.329,48.7,101.1,36.7,81.0,45.4,7.4,19.8,37.5,20.2,25.5,79.1,10.5,27.9,38.5,19.4,13.1,6.5,3.3,4.4,24.0,22.4,-3.0,52.9,1.49,15.5,111.2,69.7,50.0,-3.2,107.9,28.6,92.33,45.9,"7,678",48.4,13.9,54.8,26,5,5,2,25,26,8,22,27,13,26,28,6,6,14,28,26,4,5,8,16,4,4,7,13,22,3,21,26,29,21,29,26,29,22,6,21,26
26,Atlanta Hawks,2005,82,26,56,0.317,48.5,97.2,35.9,79.2,45.4,5.2,14.1,36.7,20.2,26.9,75.0,13.0,27.2,40.3,19.8,15.7,7.2,4.8,5.1,25.0,22.6,-4.8,55.2,1.27,15.5,110.1,66.7,48.6,-5.3,104.8,33.4,91.75,46.2,"7,607",49.6,16.9,53.4,27,3,14,4,28,20,26,23,5,28,20,4,20,19,17,27,27,17,18,14,17,19,20,11,14,11,14,2,29,20,20,4,15,16,8,2,18,28
27,Charlotte Bobcats,2005,82,26,56,0.317,48.5,96.9,36.1,83.5,43.3,5.2,15.4,33.9,19.4,26.7,72.9,12.1,27.7,39.8,20.9,14.2,10.0,4.3,5.4,23.9,23.5,-4.0,58.0,1.47,15.9,105.6,67.8,46.4,-4.4,101.2,30.5,94.57,46.3,"7,851",47.9,14.9,50.9,28,4,28,11,27,14,12,19,13,25,30,24,30,30,3,26,28,18,14,2,30,20,19,25,20,14,22,7,27,24,13,17,1,20,3,7,8,27
28,New York Knicks,2005,82,23,59,0.28,48.6,95.6,34.4,75.7,45.5,3.9,10.8,36.2,22.9,31.5,72.6,12.6,28.8,41.4,17.9,17.7,6.8,3.3,5.3,26.3,25.0,-6.4,52.0,1.01,14.2,109.3,69.7,48.1,-6.6,102.7,34.2,92.03,44.4,"7,633",51.8,19.0,53.4,29,2,23,5,29,27,30,30,3,14,4,1,22,20,16,29,29,21,24,28,13,25,28,14,2,1,24,5,23,13,30,1,21,30,6,1,3,29
29,Portland Trail Blazers,2005,82,21,61,0.256,48.1,88.8,34.0,76.4,44.5,4.4,12.7,34.9,16.3,23.7,68.9,10.8,26.9,37.7,18.2,14.7,6.5,5.3,4.9,22.3,20.8,-9.5,53.4,1.24,15.1,110.3,65.7,47.4,-10.7,99.7,30.8,88.88,42.4,"7,308",48.0,16.5,51.1,30,1,30,3,30,25,28,26,12,30,29,7,26,29,28,30,30,30,26,25,23,23,23,19,28,27,30,18,30,30,28,10,27,10,16,21,28,30
